"TOA5","GlacioClim_bo_Plataforma_Mto","CR1000X","21070","CR1000X.Std.04.02","CPU:PLATAFORMA_V1.CR1X","34573","Plataforma"
"TIMESTAMP","RECORD","Prom_rad_onda_corta_sup","Prom_rad_onda_corta_inf","Prom_rad_onda_larga_sup","Prom_rad_onda_larga_inf","Prom_rad_onda_larga_sup_corregida","Prom_rad_onda_larga_inf_corregida","Prom_rad_TOTAL_sup","Prom_rad_TOTAL_inf","Prom_rad_neta_TOTAL","Prom_rad_neta_TOTAL_onda_corta","Prom_rad_neta_TOTAL_onda_larga","Prom_rad_albedo","Vel_V_prom","Dir_V_prom","Desv_estandar_Dir_V","Prom_Temp_aire","Prom_Temp_CNR4","Prom_RH","Total_precipitacion","Dir_V","PB_mbar","V_bat_Min","PTemp_Avg"
"TS","RN","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","m/s","Deg","Deg","Deg C","Deg C","%","mm","Grados","mbar","Volts",""
"","","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","WVc","WVc","WVc","Avg","Avg","Avg","Tot","Smp","Smp","Min","Avg"
"2024-01-20 13:00:00",14960,344,40.81,-5.116,16.96,324,346.1,338.9,57.77,281.1,303.2,-22.08,0.119,3.631,119.4,6.683,2.165,2.836,87.2,0,118.504,580.3447,13.11,4.529
"2024-01-20 13:15:00",14961,652,77.79,-12.58,22.56,322,357.1,639.4,100.4,539.1,574.2,-35.15,0.12,3.805,126.1,11.1,2.76,3.979,87.5,0,157.2579,580.3447,13.11,4.626
"2024-01-20 13:30:00",14962,932,109.4,-32.51,29.32,317.1,378.9,900,138.7,761.1,823,-61.83,0.117,1.126,113.5,23.38,4.36,7.032,85.6,0,80.83685,580.3447,13.11,4.761
"2024-01-20 13:45:00",14963,704.4,81.2,-26.99,25.64,322.7,375.3,677.4,106.9,570.6,623.2,-52.62,0.115,3.786,119.5,10.97,4.719,7.058,84.8,0,100.8193,580.3447,13.11,4.966
"2024-01-20 14:00:00",14964,676.5,80.3,-22.57,24.74,322.8,370.1,654,105.1,548.9,596.2,-47.31,0.119,5.051,122.1,9.66,4.584,6.19,83.6,0.254,125.4311,579.6859,13.11,5.197
"2024-01-20 14:15:00",14965,620.2,75.24,-32.45,25.57,313.6,371.6,587.8,100.8,487,545,-58.02,0.121,4.779,117.1,9.51,4.874,6.327,83.6,0,116.0597,579.6859,13.11,5.42
"2024-01-20 14:30:00",14966,769.2,95.1,-33.4,26.6,313.9,373.9,735.8,121.7,614.1,674.1,-59.99,0.123,5.102,120.2,5.031,5.134,6.577,82.6,0,125.8413,579.6859,13.11,5.649
"2024-01-20 14:45:00",14967,654.5,80.4,-30.63,28.07,318.8,377.5,623.9,108.5,515.4,574.2,-58.7,0.122,4.529,114.6,10.1,5.562,7.011,81.4,0,101.7431,579.6859,13.11,5.891
"2024-01-20 15:00:00",14968,514.2,65.17,-28.83,25.18,320.7,374.7,485.3,90.3,395,449,-54.01,0.127,5.497,115,10.82,5.957,7.015,83.7,0,131.3481,579.1657,13.11,6.161
"2024-01-20 15:15:00",14969,446.2,57.76,-39.39,24.02,307.7,371.1,406.8,81.8,325,388.4,-63.41,0.129,4.306,115.7,11.86,5.511,6.526,83.7,0,115.1352,579.1657,13.11,6.453
"2024-01-20 15:30:00",14970,442.7,57.68,-36.43,24.4,311.7,372.5,406.3,82.1,324.2,385,-60.83,0.13,3.474,94.1,11.61,5.854,6.739,86.4,0,104.4921,579.1657,13.11,6.752
"2024-01-20 15:45:00",14971,580.3,76.62,-48.62,26.85,302.9,378.4,531.7,103.5,428.2,503.7,-75.47,0.132,3.091,94.8,7.74,6.267,7.421,86,0,104.4335,579.1657,13.11,7.062
"2024-01-20 16:00:00",14972,387.5,49.86,-30.14,20.99,318.8,370,357.3,70.84,286.5,337.6,-51.13,0.129,4.92,114.5,9.76,5.608,6.912,84.3,0,124.2893,578.6111,13.11,7.387
"2024-01-20 16:15:00",14973,434.3,57.43,-29.34,21.53,318.4,369.2,405,78.96,326,376.9,-50.87,0.132,4.027,121.7,20.74,5.458,6.66,83.4,0,72.81216,578.6111,13.11,7.68
"2024-01-20 16:30:00",14974,387.8,51.43,-27.22,20.13,321.7,369.1,360.6,71.56,289.1,336.4,-47.34,0.132,4.263,115.7,15.84,5.673,6.904,83.7,0,98.42854,578.6111,13.11,7.933
"2024-01-20 16:45:00",14975,243,32.03,-22.65,17.44,322.7,362.8,220.4,49.47,170.9,211,-40.09,0.132,5.407,118.7,7.083,5.379,6.175,85.2,0,105.8923,578.6111,13.11,8.18
"2024-01-20 17:00:00",14976,219.7,28.78,-21.03,17.08,320.4,358.5,198.6,45.86,152.8,190.9,-38.11,0.131,6.09,117.4,9.7,4.847,5.38,87,0,89.51614,578.5417,13.11,8.4
"2024-01-20 17:15:00",14977,218.1,29.8,-57.24,15.08,282.9,355.3,160.9,44.88,116,188.3,-72.33,0.137,4.991,113.3,10.06,4.623,5.132,86.6,0,110.4762,578.5417,13.12,8.44
"2024-01-20 17:30:00",14978,159.9,23.91,-52.42,12.73,286.9,352,107.5,36.64,70.85,136,-65.14,0.149,3.4,104.7,20.56,4.686,4.954,86.1,0,85.48558,578.5417,13.12,8.39
"2024-01-20 17:45:00",14979,202,28.83,-11.46,15.74,330.2,357.4,190.6,44.56,146,173.2,-27.2,0.142,3.023,84.5,5.148,4.79,5.427,86.4,0,84.42096,578.5417,13.13,8.34
"2024-01-20 18:00:00",14980,116.3,16.82,-7.394,13.62,332.8,353.8,109,30.44,78.52,99.5,-21.02,0.145,2.985,78.3,11.95,4.51,5.126,87,0,91.9174,577.9779,13.13,8.32
"2024-01-20 18:15:00",14981,110.5,15.04,-13.87,13.99,325.9,353.7,96.6,29.03,67.62,95.5,-27.85,0.136,2.858,76.42,17.78,4.504,5.044,87,0,95.46263,577.9779,13.12,8.31
"2024-01-20 18:30:00",14982,72.67,10.27,-19.97,11.72,319.2,350.8,52.7,21.99,30.71,62.41,-31.7,0.141,3.52,102.5,21.32,4.474,4.915,86.6,0,118.1464,577.9779,13.12,8.3
"2024-01-20 18:45:00",14983,49.24,7.441,-38.73,10.01,299.1,347.8,10.51,17.46,-6.947,41.8,-48.75,0.152,2.625,90.3,18.73,4.397,4.643,86.3,0,102.1998,577.9779,13.13,8.28
"2024-01-20 19:00:00",14984,16.15,4.056,-73.31,6.963,262.3,342.6,-57.16,11.02,-68.18,12.09,-80.3,0.278,3.034,93.1,29.75,4.214,4.195,86.6,0,53.40569,578.1814,13.12,8.25
"2024-01-20 19:15:00",14985,2.198,1.584,-41.29,6.802,292.6,340.7,-39.09,8.39,-47.47,0.614,-48.09,-1.211,1.94,85.1,17.74,3.903,3.839,87,0,102.35,578.1814,13.12,8.21
"2024-01-20 19:30:00",14986,-1.129,0.938,-30.77,7.448,302.8,341.1,-31.9,8.39,-40.29,-2.067,-38.22,-6.467,1.951,98.6,12.47,3.744,3.778,88,0,116.8683,578.1814,13.12,8.16
"2024-01-20 19:45:00",14987,-3.498,1.996,-45.2,7.103,287.3,339.6,-48.7,9.1,-57.8,-5.495,-52.3,-0.615,1.901,122.7,9.14,3.562,3.546,88.1,0,121.4623,578.1814,13.13,8.1
"2024-01-20 20:00:00",14988,-3.313,2.715,-66.25,2.342,267.6,336.2,-69.56,5.057,-74.62,-6.028,-68.59,-0.892,5.004,118.8,7.813,4.063,3.826,77.74,0,120.8719,578.6232,13.12,8.02
"2024-01-20 20:15:00",14989,-4.592,2.302,-93.5,-1.307,240.7,333,-98.1,0.995,-99.1,-6.895,-92.2,-0.505,3.447,129.8,7.044,4.22,3.915,75.6,0,129.324,578.6232,13.12,7.899
"2024-01-20 20:30:00",14990,-4.6,3.218,-91.2,-0.944,241.5,331.7,-95.8,2.274,-98.1,-7.818,-90.3,-0.706,2.309,133.3,8.76,4.151,3.584,76.09,0,128.2413,578.6232,13.12,7.745
"2024-01-20 20:45:00",14991,-5.37,3.118,-89.8,-0.173,240.9,330.5,-95.2,2.945,-98.1,-8.49,-89.6,-0.584,1.309,101.3,20.92,3.718,3.175,82.3,0,115.0048,578.6232,13.12,7.585
"2024-01-20 21:00:00",14992,-2.633,2.133,-49.52,2.429,279.3,331.3,-52.16,4.562,-56.72,-4.766,-51.95,-1.787,1.002,105.2,35.7,3.181,2.782,86,0,167.7141,579.1358,13.12,7.426
"2024-01-20 21:15:00",14993,-1.512,0.891,-35.77,2.849,294,332.6,-37.28,3.74,-41.02,-2.404,-38.62,1.282,1.152,121.3,19.09,3.04,2.976,87.6,0,112.9632,579.1358,13.12,7.26
"2024-01-20 21:30:00",14994,-1.806,1.343,-38.78,3.182,290.1,332.1,-40.59,4.525,-45.11,-3.149,-41.96,-0.873,1.077,93.1,33.34,2.87,2.802,87.9,0,113.118,579.1358,13.12,7.083
"2024-01-20 21:45:00",14995,-4.738,2.622,-92.5,1.713,234.6,328.7,-97.2,4.335,-101.5,-7.36,-94.2,-0.563,1.353,131.1,25.48,2.781,2.402,87.5,0,79.69588,579.1358,13.12,6.896
"2024-01-20 22:00:00",14996,-2.104,2.179,-43.2,1.997,283.6,328.8,-45.31,4.176,-49.48,-4.283,-45.2,-1.318,0.752,105.3,38.83,2.72,2.363,87.9,0,114.2663,579.5254,13.12,6.705
"2024-01-20 22:15:00",14997,-1.007,0.958,-20.01,1.628,308.3,329.9,-21.02,2.586,-23.61,-1.965,-21.64,-1.821,1.699,112.1,17.92,2.701,2.672,88.4,0,88.1275,579.5254,13.13,6.517
"2024-01-20 22:30:00",14998,-4.115,1.185,-73.35,1.16,253.6,328.1,-77.47,2.345,-79.81,-5.3,-74.51,-0.325,1.409,106.6,26.19,2.435,2.385,88.5,0,90.11548,579.5254,13.13,6.333
"2024-01-20 22:45:00",14999,-5.543,4.663,-97.4,1.093,226.9,325.4,-102.9,5.757,-108.7,-10.21,-98.5,-0.84,1.512,103.2,16.96,2.419,1.82,87.4,0,121.5565,579.5254,13.12,6.151
"2024-01-20 23:00:00",15000,-5.922,5.478,-94.4,1.159,228.8,324.4,-100.3,6.638,-107,-11.4,-95.6,-0.928,1.188,99.5,8.59,2.559,1.595,86.7,0,88.85111,579.9934,13.12,5.974
"2024-01-20 23:15:00",15001,-4.258,3.827,-86.7,1.507,235.6,323.9,-91,5.334,-96.3,-8.08,-88.2,-0.898,0.613,45.7,11.78,2.497,1.413,85.9,0,30.2374,579.9934,13.12,5.803
"2024-01-20 23:30:00",15002,-4.058,4.524,-95.7,0.93,226.5,323.1,-99.8,5.454,-105.3,-8.58,-96.7,-1.115,0.93,114.8,8.17,2.425,1.378,86.2,0,123.1379,579.9934,13.12,5.635
"2024-01-20 23:45:00",15003,-4.928,4.58,-95.7,0.126,227.4,323.2,-100.6,4.707,-105.3,-9.51,-95.8,-0.938,1.13,86.8,16.88,2.574,1.567,87,0,63.24896,579.9934,13.13,5.469
"2024-01-21 00:00:00",15004,-4.574,4.77,-92.3,0.145,230.4,322.8,-96.8,4.914,-101.8,-9.34,-92.4,-1.054,1.387,120.4,9.65,2.565,1.474,87.3,0,128.7997,579.7767,13.13,5.301
"2024-01-21 00:15:00",15005,-4.713,4.318,-90.3,-0.506,233.4,323.2,-95,3.811,-98.8,-9.03,-89.8,-0.923,1.793,118.3,19.91,2.707,1.69,87.8,0,93.69534,579.7767,13.13,5.133
"2024-01-21 00:30:00",15006,-5.625,4.028,-90.1,-1.7,234.5,322.9,-95.7,2.328,-98,-9.65,-88.4,-0.718,1.873,114.7,7.33,2.6,1.884,87.9,0,115.326,579.7767,13.13,4.963
"2024-01-21 00:45:00",15007,-5.202,3.477,-87.2,-1.458,236.9,322.6,-92.4,2.019,-94.4,-8.68,-85.7,-0.674,1.236,121.7,11.14,2.585,1.78,87.8,0,109.9879,579.7767,13.13,4.794
"2024-01-21 01:00:00",15008,-5.561,3.706,-85.1,-1.525,238.8,322.4,-90.7,2.181,-92.9,-9.27,-83.6,-0.677,1.403,126,15.6,2.445,1.737,87.8,0,136.7874,579.3977,13.12,4.627
"2024-01-21 01:15:00",15009,-8.06,4.795,-85.1,-2.155,239.2,322.1,-93.1,2.64,-95.8,-12.85,-82.9,-0.594,1.811,122.7,12.66,2.726,1.82,84.5,0,112.2051,579.3977,13.12,4.462
"2024-01-21 01:30:00",15010,-7.353,4.231,-86.9,-2.57,237.5,321.8,-94.2,1.661,-95.9,-11.58,-84.3,-0.574,2.242,103.4,20.66,2.782,1.843,84.6,0,110.3545,579.3977,13.12,4.298
"2024-01-21 01:45:00",15011,-8.18,3.778,-88.9,-4.415,236.6,321.1,-97.1,-0.637,-96.4,-11.95,-84.5,-0.463,2.622,120.4,7.719,2.57,2.084,83.5,0,130.7635,579.3977,13.12,4.136
"2024-01-21 02:00:00",15012,-6.773,3.696,-91.7,-4.211,233.5,320.9,-98.4,-0.515,-97.9,-10.47,-87.5,-0.55,2.804,134.1,6.494,2.681,2.004,83,0,138.4305,578.9078,13.12,3.978
"2024-01-21 02:15:00",15013,-6.212,3.69,-93.7,-5.098,232.1,320.7,-99.9,-1.408,-98.5,-9.9,-88.6,-0.597,2.94,118.7,8.44,2.714,2.146,84.7,0,132.6674,578.9078,13.12,3.821
"2024-01-21 02:30:00",15014,-4.656,2.882,-74.2,-4.426,252.6,322.4,-78.85,-1.544,-77.31,-7.538,-69.77,-0.619,4.172,128.6,7.312,2.792,2.354,85.6,0,132.9888,578.9078,13.12,3.668
"2024-01-21 02:45:00",15015,-2.988,1.915,-47.16,-3.237,280.3,324.3,-50.15,-1.322,-48.83,-4.903,-43.92,-0.646,3.485,123,11.79,2.757,2.501,86,0,94.2171,578.9078,13.12,3.52
"2024-01-21 03:00:00",15016,-4.912,0.938,-74.31,-3.383,250.7,321.6,-79.23,-2.446,-76.78,-5.85,-70.93,-0.193,2.517,112.2,6.988,1.926,1.979,87.5,0,108.5724,578.6757,13.12,3.379
"2024-01-21 03:15:00",15017,-4.891,1.927,-83.4,-1.716,237.4,319.1,-88.3,0.21,-88.5,-6.818,-81.7,-0.397,1.331,112.2,16.34,1.221,1.074,87,0,73.70152,578.6757,13.12,3.247
"2024-01-21 03:30:00",15018,-1.779,1.018,-39.5,1.264,279.6,320.4,-41.28,2.282,-43.56,-2.797,-40.76,-1.375,1.683,115.6,22.21,0.841,0.725,87.7,0,145.1828,578.6757,13.13,3.122
"2024-01-21 03:45:00",15019,-4.173,2.439,-88.4,0.276,230,318.6,-92.6,2.716,-95.3,-6.612,-88.7,-0.58,1.119,143.2,22.14,0.79,0.554,88.3,0,94.08406,578.6757,13.13,3.002
"2024-01-21 04:00:00",15020,-2.355,2.17,-50.11,1.179,267.4,318.7,-52.47,3.349,-55.82,-4.525,-51.29,-1.546,1.021,123.7,15.12,0.683,0.38,88.3,0,135.3342,578.4988,13.13,2.89
"2024-01-21 04:15:00",15021,-0.27,2.054,-15.68,2.11,304,321.8,-15.95,4.164,-20.12,-2.325,-17.79,-8.11,0.838,142.4,70.46,1.044,0.838,88.6,0,293.8823,578.4988,13.13,2.783
"2024-01-21 04:30:00",15022,-0.749,1.815,-18.53,2.725,302.1,323.4,-19.28,4.539,-23.82,-2.563,-21.26,-2.413,0.367,211.6,48.43,1.12,1.047,88.2,0,127.657,578.4988,13.12,2.684
"2024-01-21 04:45:00",15023,-1.74,3.101,-20.18,2.943,301.8,324.9,-21.92,6.043,-27.97,-4.84,-23.13,-1.904,0.867,116.8,14.95,1.567,1.329,86.3,0,108.8413,578.4988,13.12,2.592
"2024-01-21 05:00:00",15024,-1.934,1.955,-21.3,2.398,301.5,325.2,-23.23,4.353,-27.58,-3.889,-23.69,-1.01,0.581,146.2,26.42,1.668,1.512,87.1,0,147.9806,578.5875,13.13,2.507
"2024-01-21 05:15:00",15025,-1.892,2.315,-24.65,1.989,298.7,325.3,-26.54,4.303,-30.85,-4.207,-26.64,-1.231,0.69,126.6,10.96,1.883,1.622,87.6,0,152.5406,578.5875,13.13,2.428
"2024-01-21 05:30:00",15026,-2.144,2.67,-43.85,1.463,278.9,324.2,-46,4.134,-50.13,-4.814,-45.32,-1.237,0.219,135.4,19.57,1.845,1.5,88.2,0,86.35919,578.5875,13.12,2.356
"2024-01-21 05:45:00",15027,-2.08,3.245,-46.88,1.125,275.3,323.3,-48.96,4.37,-53.33,-5.325,-48,-1.58,0.789,85.8,16.75,1.988,1.378,88.2,0,114.122,578.5875,13.13,2.293
"2024-01-21 06:00:00",15028,-2.552,2.483,-51.03,0.835,270.6,322.4,-53.58,3.318,-56.9,-5.035,-51.86,-1.026,0.822,67.75,24.8,1.801,1.251,87.9,0,72.03481,578.7603,13.13,2.236
"2024-01-21 06:15:00",15029,-1.082,3.194,-74.64,0.051,245.5,320.2,-75.73,3.245,-78.97,-4.275,-74.7,2.441,1.122,108.8,10.55,1.573,0.941,87.1,0,136.5125,578.7603,13.13,2.181
"2024-01-21 06:30:00",15030,9.3,4.421,-48.79,1.146,271.6,321.6,-39.48,5.567,-45.05,4.882,-49.93,0.49,0.788,115.5,15.09,1.589,0.996,87.3,0,120.4099,578.7603,13.12,2.13
"2024-01-21 06:45:00",15031,35.98,6.425,-36.6,2.499,285.2,324.3,-0.622,8.92,-9.55,29.55,-39.1,0.198,0.905,11.56,49.35,1.713,1.297,87.2,0,319.2227,578.7603,13.12,2.084
"2024-01-21 07:00:00",15032,42.33,6.934,-83.1,0.469,238.8,322.4,-40.78,7.403,-48.18,35.4,-83.6,0.164,0.828,180.5,77.12,1.766,1.317,87.2,0,134.5115,579.1826,13.13,2.046
"2024-01-21 07:15:00",15033,100,11.83,-89,0.066,233.7,322.8,11,11.89,-0.889,88.2,-89.1,0.124,2.322,142.7,14.8,1.994,1.492,87.6,0,120.3062,579.1826,13.13,2.014
"2024-01-21 07:30:00",15034,262.6,37.31,-92.9,2.344,235.4,330.6,169.7,39.65,130,225.3,-95.2,0.142,1.993,130.2,14.84,3.443,2.661,87.4,0,130.131,579.1826,13.12,1.996
"2024-01-21 07:45:00",15035,289.3,40.78,-96.7,2.542,237.6,336.8,192.6,43.32,149.3,248.5,-99.2,0.139,2.251,113.7,10.46,4.281,3.912,85.4,0,123.0477,579.1826,13.13,2.041
"2024-01-21 08:00:00",15036,250.4,33.08,-76.5,3.052,258.4,337.9,173.9,36.13,137.7,217.3,-79.56,0.131,2.709,119.5,7.937,3.878,4.04,85.6,0,122.1591,579.5944,13.13,2.149
"2024-01-21 08:15:00",15037,204.3,26.26,-51.78,4.301,283.5,339.6,152.5,30.56,122,178,-56.08,0.128,2.676,107.3,11.79,3.939,4.131,85.8,0,113.5415,579.5944,13.11,2.392
"2024-01-21 08:30:00",15038,489.7,64.65,-74.85,9.36,262.6,346.8,414.9,74.01,340.9,425.1,-84.2,0.131,3.514,114.1,9.86,4.205,4.574,87.1,0,113.4655,579.5944,13.11,2.698
"2024-01-21 08:45:00",15039,665.1,87.1,-78,15.43,267.1,360.6,587.1,102.5,484.5,578,-93.4,0.131,2.882,103,10.7,5.179,6.137,85.5,0,121.8518,579.5944,13.11,2.996
"2024-01-21 09:00:00",15040,900,117.4,-66.25,21.57,291.2,379,834,139,694.7,782.5,-87.8,0.13,1.391,82.8,41.42,6.621,8.58,83.9,0,104.521,580.4144,13.11,3.315
"2024-01-21 09:15:00",15041,824,104.9,-97,18.69,267,382.7,727,123.6,603.5,719.1,-115.7,0.127,2.276,100.1,17.12,6.896,9.88,82,0,107.3684,580.4144,13.11,3.67
"2024-01-21 09:30:00",15042,791.5,102.9,-88.7,22.45,271.1,382.2,702.8,125.3,577.5,688.7,-111.2,0.13,2.149,83.3,34.02,6.308,9.06,85.2,0,82.31599,580.4144,13.11,4.06
"2024-01-21 09:45:00",15043,932,118.3,-72.59,29.17,287,388.7,859,147.5,711.7,813,-101.8,0.127,3.242,107,13.7,5.784,9.01,84.4,0,96.27692,580.4144,13.11,4.469
"2024-01-21 10:00:00",15044,678.1,86.1,-49.63,30.32,308,387.9,628.4,116.4,512,591.9,-79.95,0.124,3.739,96.1,9.73,6.297,8.63,85.1,0,100.2153,580.8138,13.11,4.909
"2024-01-21 10:15:00",15045,254,33.11,-19.56,23.59,323.6,366.7,234.5,56.69,177.8,220.9,-43.14,0.13,4.443,96.1,8.98,4.924,5.735,87.2,0,84.07351,580.8138,13.11,5.397
"2024-01-21 10:30:00",15046,269.9,35.49,-16.54,24.02,322.8,363.3,253.4,59.51,193.9,234.4,-40.55,0.131,3.634,102.3,8.43,4.451,4.954,87.7,0,91.66175,580.8138,13.11,5.889
"2024-01-21 10:45:00",15047,420.2,56.81,-21.5,25.96,320.6,368,398.7,82.8,315.9,363.4,-47.46,0.135,3.737,96.8,10.41,5.133,5.52,87.6,0,85.22102,580.8138,13.11,6.359
"2024-01-21 11:00:00",15048,288.5,36.87,-21.81,21.68,321.1,364.6,266.6,58.55,208.1,251.6,-43.49,0.128,3.684,98.1,6.578,4.836,5.69,87.8,0,111.1272,580.9916,13.11,6.803
"2024-01-21 11:15:00",15049,249.5,31.48,-19.18,20.53,320.7,360.4,230.4,52.02,178.3,218.1,-39.72,0.126,3.005,106.4,16.86,4.108,5.068,88.2,0,108.9729,580.9916,13.11,7.209
"2024-01-21 11:30:00",15050,289.8,37.99,-20.61,20.14,320.8,361.6,269.1,58.13,211,251.8,-40.75,0.131,2.914,97.1,9.75,4.548,5.392,87.4,0,105.6771,580.9916,13.11,7.553
"2024-01-21 11:45:00",15051,299.9,38.85,-20.24,20.04,322.3,362.6,279.6,58.9,220.7,261,-40.29,0.129,3.633,110.5,17.1,4.728,5.618,86.9,0,121.6292,580.9916,13.11,7.847
"2024-01-21 12:00:00",15052,279.4,36.92,-21.08,20.21,319.7,361,258.3,57.13,201.2,242.4,-41.29,0.132,3.854,100.6,11.83,4.661,5.255,87.9,0,110.9168,580.8599,13.11,8.1
"2024-01-21 12:15:00",15053,253.3,33.35,-23.1,18.25,318.2,359.6,230.2,51.6,178.6,220,-41.35,0.132,3.225,105.2,14.1,4.681,5.363,86.5,0,97.34193,580.8599,13.11,8.32
"2024-01-21 12:30:00",15054,287.3,38.85,-27.47,18.68,316.6,362.7,259.8,57.53,202.3,248.4,-46.15,0.135,1.98,90.9,37.72,5.106,5.917,85.1,0,104.8813,580.8599,13.11,8.5
"2024-01-21 12:45:00",15055,412.9,55.24,-37.4,19.96,309.5,366.8,375.5,75.2,300.3,357.7,-57.36,0.134,2.905,91.9,13.77,5.292,6.494,84.1,0,106.4595,580.8599,13.11,8.66
"2024-01-21 13:00:00",15056,796.9,106.3,-66.07,28.78,284.5,379.3,730.8,135.1,595.7,690.6,-94.8,0.133,3.694,108.6,8.4,6.014,7.229,83.5,0,120.2918,580.4612,13.11,8.8
"2024-01-21 13:15:00",15057,1304,173.7,-96.2,44.94,272.4,413.5,1208,218.6,989,1130,-141.1,0.133,3.17,96.1,13.41,7.899,10.76,80.8,0,109.9606,580.4612,13.11,8.93
"2024-01-21 13:30:00",15058,408.5,51.98,-51.49,27.04,311.9,390.4,357,79.02,278,356.5,-78.52,0.126,3.263,101.6,14.07,7.744,9.76,81.3,0,109.6238,580.4612,13.11,9.06
"2024-01-21 13:45:00",15059,1112,147.9,-66.84,41.91,302.3,411,1046,189.8,856,965,-108.7,0.13,2.467,97.3,23.53,8.11,10.87,82.5,0,71.83459,580.4612,13.11,9.22
"2024-01-21 14:00:00",15060,935,127.4,-63.67,37.7,302.1,403.4,871,165.1,706.1,807,-101.4,0.133,3.217,85.6,11.69,7.497,10.22,84.2,0,87.29635,580.053,13.11,9.41
"2024-01-21 14:15:00",15061,343.6,45.18,-47.31,29.93,315.6,392.8,296.3,75.11,221.2,298.4,-77.23,0.132,4.119,91.4,5.728,7.964,9.66,83.4,0,92.99692,580.053,13.11,9.62
"2024-01-21 14:30:00",15062,646.5,90.4,-59.22,34.89,302.4,396.5,587.3,125.3,462,556.1,-94.1,0.139,4.62,91.1,8.49,8.35,9.42,82.9,0,80.74869,580.053,13.11,9.84
"2024-01-21 14:45:00",15063,332.5,46.23,-41.95,26.13,313.3,381.4,290.6,72.37,218.2,286.3,-68.08,0.139,5.198,88.1,6.991,7.354,8.16,86.2,0,90.78244,580.053,13.11,10.08
"2024-01-21 15:00:00",15064,344.9,49.23,-29.94,25.76,322.9,378.6,314.9,74.99,240,295.6,-55.7,0.143,5.311,98.4,11.49,7.132,7.68,86.3,0,99.79045,579.5951,13.11,10.32
"2024-01-21 15:15:00",15065,572.4,82.9,-28.79,29.9,324.4,383.1,543.6,112.8,430.8,489.5,-58.69,0.146,5.414,93.3,6.754,7.475,7.75,86.9,0,81.27011,579.5951,13.11,10.55
"2024-01-21 15:30:00",15066,577.2,81.1,-38.91,32.5,322,393.4,538.3,113.6,424.6,496.1,-71.42,0.139,4.903,94.7,13.16,7.976,9.28,83.9,0,97.8411,579.5951,13.11,10.79
"2024-01-21 15:45:00",15067,683.8,97.2,-40.57,33.32,319.1,393,643.3,130.6,512.7,586.6,-73.89,0.142,4.931,86.8,8.7,7.599,9.03,86.1,0,99.73772,579.5951,13.11,11.05
"2024-01-21 16:00:00",15068,475.7,68.61,-30.63,30.82,324.6,386,445,99.4,345.6,407.1,-61.45,0.144,5.357,92.3,8.53,7.481,8.15,87.3,0,101.9279,579.1584,13.11,11.29
"2024-01-21 16:15:00",15069,930,133.2,-47.01,42.12,315.6,404.8,883,175.3,708.1,797.2,-89.1,0.143,4.588,89,9.18,7.965,9.61,86,0,67.30007,579.1584,13.11,11.53
"2024-01-21 16:30:00",15070,414.2,57.06,-39.86,30.66,319.3,389.9,374.4,87.7,286.6,357.2,-70.52,0.136,5.28,105.7,10.88,7.173,8.94,85.1,0,101.9823,579.1584,13.11,11.8
"2024-01-21 16:45:00",15071,211.1,30.22,-15.53,26.3,334.7,376.5,195.6,56.52,139.1,180.9,-41.84,0.143,4.764,93.5,11.18,6.639,7.163,87.9,0,80.95466,579.1584,13.11,12.05
"2024-01-21 17:00:00",15072,146.6,22.25,-8.85,22.84,338.2,369.9,137.8,45.09,92.7,124.4,-31.69,0.155,4.981,89,5.222,6.199,6.526,87.4,0,87.65987,578.9629,13.11,12.26
"2024-01-21 17:15:00",15073,118,20.78,-4.962,20.38,338.7,364.1,113,41.15,71.87,97.2,-25.34,0.176,4.598,92.6,8.49,5.792,5.847,86.9,0,93.6193,578.9629,13.12,12.31
"2024-01-21 17:30:00",15074,145.4,23.25,-10.47,21.6,333.7,365.7,135,44.85,90.1,122.2,-32.07,0.16,3.182,91.3,12.86,5.724,5.935,86.9,0,76.54333,578.9629,13.13,12.28
"2024-01-21 17:45:00",15075,151.7,22.99,-12.24,20.44,332.9,365.6,139.4,43.43,96,128.7,-32.68,0.152,2.517,87.7,9.7,5.574,6.144,86.4,0,97.56309,578.9629,13.13,12.26
"2024-01-21 18:00:00",15076,107.8,17.38,-8.53,17.56,336.7,362.8,99.3,34.94,64.35,90.4,-26.09,0.164,2.057,88.3,34.89,5.657,6.167,86.3,0,81.83434,578.3668,13.12,12.26
"2024-01-21 18:15:00",15077,64.28,10.2,-4.779,16.85,338.5,360.1,59.5,27.05,32.45,54.08,-21.63,0.158,2.879,88.7,7.323,5.402,5.754,86.9,0,81.67439,578.3668,13.13,12.26
"2024-01-21 18:30:00",15078,66.05,10.8,-5.49,15.38,336.8,357.7,60.56,26.18,34.38,55.25,-20.87,0.164,3.154,85.1,8.38,5.205,5.568,87,0,71.37907,578.3668,13.13,12.23
"2024-01-21 18:45:00",15079,49.16,8.27,-4.853,14.58,336.2,355.7,44.3,22.85,21.45,40.89,-19.44,0.169,3.191,80.9,6.671,5.056,5.317,87.7,0,82.36046,578.3668,13.13,12.17
